id,goScore,pythonScore,goAnomalyLabel,pythonAnomalyLabel
1717,0.147500,0.382768,0,0
1718,0.136693,0.426256,0,0
1719,0.111873,0.436090,0,0
1720,0.149809,0.403482,0,0
1721,0.108096,0.453453,0,0
1722,0.103735,0.447804,0,0
1723,0.073213,0.524432,1,1
1724,0.058707,0.521201,1,1
1725,0.076873,0.523140,1,1
1726,0.125000,0.449157,0,0
1727,0.115238,0.464603,0,0
1728,0.140659,0.404238,0,0
1729,0.056566,0.504031,1,1
1730,0.134903,0.407192,0,0
1731,0.124694,0.455481,0,0
1732,0.133157,0.416907,0,0
1733,0.140679,0.405554,0,0
1734,0.150655,0.381462,0,0
1735,0.126307,0.433084,0,0
1736,0.148909,0.401764,0,0
1737,0.126858,0.449554,0,0
1738,0.139458,0.417432,0,0
1739,0.126084,0.419318,0,0
1740,0.123244,0.437389,0,0
1741,0.128977,0.434974,0,0
1742,0.085584,0.500179,0,1
1743,0.139609,0.408642,0,0
1744,0.130480,0.414532,0,0
1745,0.119857,0.442054,0,0
1746,0.129446,0.408770,0,0
1747,0.139708,0.403807,0,0
1748,0.127463,0.460090,0,0
1749,0.139509,0.424802,0,0
1750,0.132303,0.418586,0,0
1751,0.141399,0.403480,0,0
1752,0.127634,0.440697,0,0
1753,0.108660,0.475838,0,0
1754,0.102597,0.472174,0,0
1755,0.120252,0.445995,0,0
1756,0.084311,0.508218,1,1
1757,0.120663,0.440616,0,0
1758,0.105439,0.455198,0,0
1759,0.085483,0.478924,0,0
1760,0.128662,0.431612,0,0
1761,0.131446,0.422295,0,0
1762,0.146350,0.402501,0,0
1763,0.146339,0.398250,0,0
1764,0.118593,0.454921,0,0
1765,0.138098,0.399519,0,0
1766,0.118237,0.460418,0,0
1767,0.141514,0.402282,0,0
1768,0.105838,0.482214,0,0
1769,0.102137,0.480083,0,0
1770,0.143604,0.398138,0,0
1771,0.064917,0.527407,1,1
1772,0.098558,0.457753,0,0
1773,0.134886,0.413032,0,0
1774,0.078334,0.493452,1,0
1775,0.106495,0.494526,0,0
1776,0.095136,0.454198,0,0
1777,0.144085,0.409600,0,0
1778,0.084439,0.513008,1,1
1779,0.138249,0.403995,0,0
1780,0.121473,0.433363,0,0
1781,0.135691,0.421941,0,0
1782,0.119249,0.429209,0,0
1783,0.124838,0.442101,0,0
1784,0.118060,0.452213,0,0
1785,0.125993,0.424770,0,0
1786,0.155461,0.379161,0,0
1787,0.152275,0.386448,0,0
1788,0.135255,0.424233,0,0
1789,0.140665,0.419811,0,0
1790,0.077435,0.505491,1,1
1791,0.118584,0.465501,0,0
1792,0.133794,0.415968,0,0
1793,0.119940,0.429168,0,0
1794,0.117714,0.442549,0,0
1795,0.121228,0.421892,0,0
1796,0.133002,0.444986,0,0
1797,0.102187,0.489454,0,0
1798,0.071718,0.514991,1,1
1799,0.125944,0.439656,0,0
1800,0.097758,0.484439,0,0
1801,0.129342,0.419458,0,0
1802,0.126385,0.439103,0,0
1803,0.132529,0.428213,0,0
1804,0.122339,0.441976,0,0
1805,0.139634,0.421263,0,0
1806,0.131757,0.426771,0,0
1807,0.152619,0.384097,0,0
1808,0.122063,0.427035,0,0
1809,0.112023,0.469116,0,0
1810,0.130174,0.432875,0,0
1811,0.138499,0.407487,0,0
1812,0.137139,0.427381,0,0
1813,0.123378,0.418519,0,0
1814,0.092168,0.484741,0,0
1815,0.147629,0.382810,0,0
1816,0.152722,0.378072,0,0
1817,0.111249,0.440799,0,0
1818,0.139418,0.400510,0,0
1819,0.093482,0.506580,0,1
1820,0.114267,0.464856,0,0
1821,0.135744,0.395348,0,0
1822,0.150488,0.387415,0,0
1823,0.117317,0.427633,0,0
1824,0.129161,0.444484,0,0
1825,0.129661,0.428767,0,0
1826,0.078260,0.511309,1,1
1827,0.136623,0.423621,0,0
1828,0.084040,0.497967,1,0
1829,0.131234,0.434553,0,0
1830,0.137771,0.429123,0,0
1831,0.147214,0.393978,0,0
1832,0.139725,0.393001,0,0
1833,0.124068,0.438606,0,0
1834,0.121009,0.447920,0,0
1835,0.134543,0.414266,0,0
1836,0.138477,0.412220,0,0
1837,0.100525,0.483779,0,0
1838,0.152648,0.385783,0,0
1839,0.145590,0.385528,0,0
1840,0.090579,0.471022,0,0
1841,0.110464,0.479877,0,0
1842,0.135222,0.449614,0,0
1843,0.080851,0.500714,1,1
1844,0.104300,0.459658,0,0
1845,0.086355,0.509995,0,1
1846,0.140742,0.397078,0,0
1847,0.115782,0.450533,0,0
1848,0.128476,0.410608,0,0
1849,0.121493,0.455484,0,0
1850,0.156838,0.384384,0,0
1851,0.074516,0.514938,1,1
1852,0.128109,0.406942,0,0
1853,0.125286,0.432344,0,0
1854,0.147706,0.398931,0,0
1855,0.123031,0.431402,0,0
1856,0.119615,0.481973,0,0
1857,0.081912,0.496519,1,0
1858,0.120228,0.433423,0,0
1859,0.141726,0.401984,0,0
1860,0.134194,0.404132,0,0
1861,0.094528,0.465809,0,0
1862,0.133913,0.418549,0,0
1863,0.094046,0.487504,0,0
1864,0.140695,0.417199,0,0
1865,0.066662,0.516453,1,1
1866,0.140047,0.412024,0,0
1867,0.104296,0.454065,0,0
1868,0.090290,0.500941,0,1
1869,0.121849,0.425529,0,0
1870,0.140030,0.422077,0,0
1871,0.078553,0.461915,1,0
1872,0.099751,0.471503,0,0
1873,0.070011,0.528943,1,1
1874,0.098881,0.482292,0,0
1875,0.119722,0.433206,0,0
1876,0.076889,0.489878,1,0
1877,0.126608,0.453273,0,0
1878,0.135224,0.412226,0,0
1879,0.149853,0.382424,0,0
1880,0.118196,0.435756,0,0
1881,0.120156,0.449458,0,0
1882,0.139625,0.423246,0,0
1883,0.088479,0.510439,0,1
1884,0.129401,0.414177,0,0
1885,0.122351,0.444884,0,0
1886,0.126732,0.437613,0,0
1887,0.098025,0.514972,0,1
1888,0.106884,0.434887,0,0
1889,0.130443,0.427589,0,0
1890,0.138792,0.395742,0,0
1891,0.129677,0.413665,0,0
1892,0.105481,0.469912,0,0
1893,0.112749,0.448884,0,0
1894,0.111498,0.473771,0,0
1895,0.139921,0.396138,0,0
1896,0.110925,0.451205,0,0
1897,0.099127,0.482658,0,0
1898,0.140045,0.433225,0,0
1899,0.149340,0.389171,0,0
1900,0.124863,0.431015,0,0
1901,0.135679,0.423704,0,0
1902,0.138804,0.403353,0,0
1903,0.132963,0.401726,0,0
1904,0.141363,0.407217,0,0
1905,0.124057,0.437468,0,0
1906,0.147726,0.398583,0,0
1907,0.117909,0.475206,0,0
1908,0.136560,0.411434,0,0
1909,0.135312,0.399133,0,0
1910,0.155137,0.386896,0,0
1911,0.126381,0.453478,0,0
1912,0.085153,0.471733,0,0
1913,0.116632,0.442235,0,0
1914,0.130383,0.420579,0,0
1915,0.135098,0.399844,0,0
1916,0.097627,0.466094,0,0
1917,0.125191,0.440016,0,0
1918,0.108048,0.463573,0,0
1919,0.134530,0.403808,0,0
1920,0.134572,0.443032,0,0
1921,0.122155,0.434111,0,0
1922,0.140792,0.410790,0,0
1923,0.067007,0.551879,1,1
1924,0.074576,0.534430,1,1
1925,0.125262,0.432014,0,0
1926,0.076715,0.521590,1,1
1927,0.093798,0.482266,0,0
1928,0.145763,0.408858,0,0
1929,0.118307,0.459818,0,0
1930,0.102231,0.495811,0,0
1931,0.134513,0.419776,0,0
1932,0.116978,0.445287,0,0
1933,0.109196,0.446776,0,0
1934,0.144434,0.406893,0,0
1935,0.096993,0.475309,0,0
1936,0.157269,0.386675,0,0
1937,0.136213,0.387239,0,0
1938,0.118604,0.443433,0,0
1939,0.143998,0.401029,0,0
1940,0.109379,0.459376,0,0
1941,0.127285,0.449627,0,0
1942,0.153683,0.382992,0,0
1943,0.130242,0.437792,0,0
1944,0.137366,0.406316,0,0
1945,0.152896,0.386724,0,0
1946,0.095884,0.453400,0,0
1947,0.089671,0.510097,0,1
1948,0.118543,0.460259,0,0
1949,0.138038,0.415832,0,0
1950,0.114296,0.460574,0,0
1951,0.131444,0.424102,0,0
1952,0.091275,0.482144,0,0
1953,0.114089,0.437267,0,0
1954,0.106145,0.450655,0,0
1955,0.124108,0.444345,0,0
1956,0.070748,0.497201,1,0
1957,0.133641,0.447843,0,0
1958,0.111819,0.446777,0,0
1959,0.118786,0.438795,0,0
1960,0.138754,0.406114,0,0
1961,0.088814,0.490844,0,0
1962,0.132806,0.414219,0,0
1963,0.039461,0.543959,1,1
1964,0.115879,0.447909,0,0
1965,0.113931,0.459478,0,0
1966,0.124650,0.446505,0,0
1967,0.125542,0.445235,0,0
1968,0.135376,0.413959,0,0
1969,0.106008,0.477393,0,0
1970,0.126911,0.427113,0,0
1971,0.109696,0.472033,0,0
1972,0.105126,0.463923,0,0
1973,0.137169,0.413226,0,0
1974,0.096886,0.495080,0,0
1975,0.140666,0.399803,0,0
1976,0.117961,0.453668,0,0
1977,0.150726,0.382761,0,0
1978,0.140333,0.412713,0,0
1979,0.090859,0.501745,0,1
1980,0.113080,0.459249,0,0
1981,0.119715,0.457838,0,0
1982,0.137387,0.417893,0,0
1983,0.095233,0.476843,0,0
1984,0.116459,0.446774,0,0
1985,0.135751,0.429793,0,0
1986,0.132548,0.438030,0,0
1987,0.088819,0.488424,0,0
1988,0.142642,0.419277,0,0
1989,0.142476,0.400011,0,0
1990,0.138480,0.428786,0,0
1991,0.120658,0.443543,0,0
1992,0.141568,0.396275,0,0
1993,0.116741,0.497017,0,0
1994,0.115260,0.462618,0,0
1995,0.056236,0.513099,1,1
1996,0.138606,0.415445,0,0
1997,0.111930,0.486580,0,0
1998,0.141167,0.403120,0,0
1999,0.038981,0.555183,1,1
2000,0.123873,0.456208,0,0
2001,0.126511,0.444783,0,0
2002,0.115414,0.477060,0,0
2003,0.131217,0.426151,0,0
2004,0.070026,0.519133,1,1
2005,0.103159,0.477314,0,0
2006,0.145331,0.393415,0,0
2007,0.075373,0.482001,1,0
2008,0.148660,0.388563,0,0
2009,0.059388,0.542148,1,1
2010,0.123370,0.431564,0,0
2011,0.123001,0.443982,0,0
2012,0.157440,0.384077,0,0
2013,0.139713,0.407802,0,0
2014,0.111750,0.465816,0,0
2015,0.146514,0.393903,0,0
2016,0.121807,0.454428,0,0
2017,0.077307,0.498527,1,0
2018,0.140996,0.409438,0,0
2019,0.032828,0.560206,1,1
2020,0.129825,0.439931,0,0
2021,0.131297,0.406974,0,0
2022,0.124616,0.425084,0,0
2023,0.123865,0.443978,0,0
2024,0.131739,0.430145,0,0
2025,0.133423,0.427364,0,0
2026,0.098936,0.482402,0,0
2027,0.085677,0.475912,0,0
2028,0.141324,0.410020,0,0
2029,0.119653,0.428386,0,0
2030,0.138442,0.416400,0,0
2031,0.119779,0.459369,0,0
2032,0.111522,0.454656,0,0
2033,0.128445,0.431624,0,0
2034,0.093355,0.489794,0,0
2035,0.106179,0.471053,0,0
2036,0.077497,0.513166,1,1
2037,0.127000,0.454508,0,0
2038,0.110544,0.487331,0,0
2039,0.134549,0.399722,0,0
2040,0.138956,0.413786,0,0
2041,0.134695,0.402949,0,0
2042,0.148196,0.405786,0,0
2043,0.131131,0.432749,0,0
2044,0.143227,0.409276,0,0
2045,0.140413,0.396860,0,0
2046,0.139892,0.413509,0,0
2047,0.148118,0.387994,0,0
2048,0.143684,0.403595,0,0
2049,0.118820,0.434603,0,0
2050,0.142914,0.394243,0,0
2051,0.071111,0.519860,1,1
2052,0.138534,0.433607,0,0
2053,0.086623,0.503238,0,1
2054,0.146267,0.400399,0,0
2055,0.129290,0.408518,0,0
2056,0.108496,0.480718,0,0
2057,0.133581,0.421425,0,0
2058,0.107027,0.478627,0,0
2059,0.127606,0.438871,0,0
2060,0.132732,0.412028,0,0
2061,0.116653,0.456517,0,0
2062,0.122628,0.457911,0,0
2063,0.123266,0.434412,0,0
2064,0.124229,0.426732,0,0
2065,0.097877,0.473911,0,0
2066,0.141139,0.408799,0,0
2067,0.131536,0.430395,0,0
2068,0.099492,0.493759,0,0
2069,0.119398,0.441578,0,0
2070,0.146185,0.396733,0,0
2071,0.076190,0.479293,1,0
2072,0.125068,0.426062,0,0
2073,0.055549,0.554034,1,1
2074,0.134976,0.425165,0,0
2075,0.084613,0.494041,1,0
2076,0.131437,0.419458,0,0
2077,0.066672,0.516426,1,1
2078,0.098821,0.463162,0,0
2079,0.082260,0.518305,1,1
2080,0.133295,0.418984,0,0
2081,0.103882,0.470558,0,0
2082,0.114677,0.439128,0,0
2083,0.153299,0.378777,0,0
2084,0.084210,0.511098,1,1
2085,0.110311,0.436719,0,0
2086,0.152714,0.377951,0,0
2087,0.118791,0.430497,0,0
2088,0.135904,0.424424,0,0
2089,0.131822,0.416962,0,0
2090,0.107446,0.438598,0,0
2091,0.125012,0.432946,0,0
2092,0.102734,0.459156,0,0
2093,0.113686,0.465701,0,0
2094,0.150991,0.387891,0,0
2095,0.115246,0.446278,0,0
2096,0.133192,0.452056,0,0
2097,0.133467,0.424567,0,0
2098,0.131446,0.424416,0,0
2099,0.147969,0.404567,0,0
2100,0.092766,0.490294,0,0
2101,0.117314,0.466142,0,0
2102,0.126302,0.446927,0,0
2103,0.153449,0.379863,0,0
2104,0.110984,0.478950,0,0
2105,0.104079,0.465176,0,0
2106,0.123126,0.453079,0,0
2107,0.107938,0.453967,0,0
2108,0.139937,0.394319,0,0
2109,0.116181,0.447894,0,0
2110,0.149878,0.397200,0,0
2111,0.117877,0.457703,0,0
2112,0.102522,0.469193,0,0
2113,0.110389,0.483528,0,0
2114,0.140780,0.420941,0,0
2115,0.125312,0.427717,0,0
2116,0.146169,0.400106,0,0
2117,0.131301,0.445195,0,0
2118,0.065409,0.499522,1,0
2119,0.142015,0.408347,0,0
2120,0.137369,0.414837,0,0
2121,0.081364,0.498122,1,0
2122,0.152447,0.385462,0,0
2123,0.147693,0.394566,0,0
2124,0.129522,0.425819,0,0
2125,0.117717,0.442348,0,0
2126,0.050497,0.515009,1,1
2127,0.116242,0.436238,0,0
2128,0.117404,0.439169,0,0
2129,0.107348,0.471519,0,0
2130,0.133488,0.417080,0,0
2131,0.119167,0.440533,0,0
2132,0.133491,0.407387,0,0
2133,0.056046,0.517090,1,1
2134,0.152632,0.399237,0,0
2135,0.090067,0.477240,0,0
2136,0.153072,0.385624,0,0
2137,0.123283,0.435636,0,0
2138,0.138202,0.403185,0,0
2139,0.127875,0.428096,0,0
2140,0.129625,0.427391,0,0
2141,0.132118,0.398943,0,0
2142,0.146429,0.404109,0,0
2143,0.086879,0.496048,0,0
2144,0.109988,0.444005,0,0
2145,0.101539,0.471125,0,0
2146,0.063702,0.534530,1,1
2147,0.066019,0.523875,1,1
2148,0.112674,0.470410,0,0
2149,0.108493,0.467493,0,0
2150,0.113042,0.445412,0,0
2151,0.148156,0.381338,0,0
2152,0.111395,0.469066,0,0
2153,0.125740,0.453229,0,0
2154,0.151424,0.381200,0,0
2155,0.121380,0.440381,0,0
2156,0.105963,0.479485,0,0
2157,0.141015,0.410964,0,0
2158,0.124258,0.427834,0,0
2159,0.146130,0.381213,0,0
2160,0.097425,0.487817,0,0
2161,0.115821,0.423588,0,0
2162,0.152081,0.385587,0,0
2163,0.129673,0.436985,0,0
2164,0.122163,0.453947,0,0
2165,0.131463,0.449620,0,0
2166,0.145971,0.391772,0,0
2167,0.124711,0.450649,0,0
2168,0.145362,0.390452,0,0
2169,0.119455,0.436082,0,0
2170,0.089301,0.502178,0,1
2171,0.096843,0.508265,0,1
2172,0.113121,0.466625,0,0
2173,0.103522,0.435527,0,0
2174,0.129664,0.423770,0,0
2175,0.104223,0.489650,0,0
2176,0.137771,0.407368,0,0
2177,0.150259,0.378388,0,0
2178,0.122425,0.459363,0,0
2179,0.116974,0.429487,0,0
2180,0.108617,0.470903,0,0
2181,0.133760,0.417035,0,0
2182,0.107339,0.481761,0,0
2183,0.119553,0.441161,0,0
2184,0.126514,0.427429,0,0
2185,0.133221,0.414422,0,0
2186,0.133377,0.413923,0,0
2187,0.113547,0.423227,0,0
2188,0.155756,0.389085,0,0
2189,0.107533,0.492483,0,0
2190,0.129336,0.428479,0,0
2191,0.080712,0.486857,1,0
2192,0.133461,0.410323,0,0
2193,0.114903,0.450188,0,0
2194,0.127531,0.440635,0,0
2195,0.060869,0.557057,1,1
2196,0.132858,0.427553,0,0
2197,0.149172,0.380481,0,0
2198,0.157872,0.380416,0,0
2199,0.130489,0.446378,0,0
2200,0.070275,0.528040,1,1
2201,0.117951,0.446075,0,0
2202,0.135492,0.412762,0,0
2203,0.120490,0.445923,0,0
2204,0.111059,0.469730,0,0
2205,0.082851,0.502807,1,1
2206,0.141224,0.417749,0,0
2207,0.106262,0.456014,0,0
2208,0.136505,0.409658,0,0
2209,0.087084,0.486307,0,0
2210,0.137383,0.425691,0,0
2211,0.097446,0.478157,0,0
2212,0.141695,0.416030,0,0
2213,0.124925,0.443513,0,0
2214,0.124963,0.444046,0,0
2215,0.126957,0.414855,0,0
2216,0.131238,0.405589,0,0
2217,0.136901,0.416243,0,0
2218,0.132459,0.436921,0,0
2219,0.145084,0.401446,0,0
2220,0.148371,0.401007,0,0
2221,0.141628,0.413777,0,0
2222,0.140694,0.406166,0,0
2223,0.109555,0.452470,0,0
2224,0.139542,0.419041,0,0
2225,0.149030,0.391370,0,0
2226,0.143914,0.402778,0,0
2227,0.151186,0.382410,0,0
2228,0.111384,0.453890,0,0
2229,0.079716,0.461022,1,0
2230,0.106814,0.487686,0,0
2231,0.112206,0.472013,0,0
2232,0.139961,0.410732,0,0
2233,0.112371,0.458743,0,0
2234,0.078274,0.491843,1,0
2235,0.130067,0.428794,0,0
2236,0.090509,0.472019,0,0
2237,0.108608,0.462650,0,0
2238,0.132211,0.424438,0,0
2239,0.091021,0.488306,0,0
2240,0.124037,0.452143,0,0
2241,0.110656,0.466117,0,0
2242,0.121632,0.447267,0,0
2243,0.111429,0.449833,0,0
2244,0.115303,0.429689,0,0
2245,0.105182,0.474745,0,0
2246,0.084379,0.503017,1,1
2247,0.137322,0.425589,0,0
2248,0.115934,0.453753,0,0
2249,0.124954,0.443004,0,0
2250,0.133980,0.435235,0,0
2251,0.103615,0.480792,0,0
2252,0.141485,0.403123,0,0
2253,0.085194,0.519696,0,1
2254,0.133422,0.409435,0,0
2255,0.148138,0.383293,0,0
2256,0.083728,0.516468,1,1
2257,0.052846,0.574207,1,1
2258,0.105503,0.495009,0,0
2259,0.125268,0.464012,0,0
2260,0.153035,0.384454,0,0
2261,0.113486,0.453625,0,0
2262,0.136097,0.409492,0,0
2263,0.133571,0.424268,0,0
2264,0.104579,0.473783,0,0
2265,0.133051,0.437113,0,0
2266,0.129748,0.437748,0,0
2267,0.128435,0.413478,0,0
2268,0.088474,0.507183,0,1
2269,0.105165,0.504025,0,1
2270,0.115745,0.436087,0,0
2271,0.097291,0.442756,0,0
2272,0.127500,0.429353,0,0
2273,0.081226,0.495276,1,0
2274,0.122929,0.438962,0,0
2275,0.124402,0.440937,0,0
2276,0.133056,0.417798,0,0
2277,0.148713,0.396237,0,0
2278,0.114505,0.441094,0,0
2279,0.120063,0.459037,0,0
2280,0.080803,0.501394,1,1
2281,0.087164,0.500556,0,1
2282,0.137418,0.448412,0,0
2283,0.106315,0.460577,0,0
2284,0.087884,0.481877,0,0
2285,0.123725,0.439329,0,0
2286,0.148264,0.388874,0,0
2287,0.111841,0.486708,0,0
2288,0.080845,0.507406,1,1
2289,0.123395,0.437751,0,0
2290,0.102678,0.461340,0,0
2291,0.127226,0.438166,0,0
2292,0.042112,0.528518,1,1
2293,0.129400,0.449782,0,0
2294,0.137343,0.408817,0,0
2295,0.135236,0.428870,0,0
2296,0.137859,0.429622,0,0
2297,0.125503,0.425945,0,0
2298,0.087604,0.497437,0,0
2299,0.140522,0.425685,0,0
2300,0.137024,0.436562,0,0
2301,0.155548,0.380760,0,0
2302,0.113961,0.455375,0,0
2303,0.132710,0.447762,0,0
2304,0.086057,0.510932,0,1
2305,0.089925,0.507182,0,1
2306,0.151959,0.382517,0,0
2307,0.154355,0.379965,0,0
2308,0.129331,0.426823,0,0
2309,0.093775,0.493054,0,0
2310,0.119568,0.474287,0,0
2311,0.113714,0.467145,0,0
2312,0.100068,0.460644,0,0
2313,0.112542,0.446206,0,0
2314,0.113608,0.466249,0,0
2315,0.123576,0.422063,0,0
2316,0.150021,0.392352,0,0
2317,0.136646,0.438329,0,0
2318,0.151342,0.378089,0,0
2319,0.106360,0.457812,0,0
2320,0.133060,0.437975,0,0
2321,0.124159,0.444760,0,0
2322,0.115982,0.429870,0,0
2323,0.143082,0.410372,0,0
2324,0.070921,0.519184,1,1
2325,0.058633,0.541903,1,1
2326,0.146159,0.387379,0,0
2327,0.113632,0.461039,0,0
2328,0.110887,0.461502,0,0
2329,0.100249,0.511205,0,1
2330,0.145006,0.408074,0,0
2331,0.139252,0.406325,0,0
2332,0.131633,0.412760,0,0
2333,0.100606,0.472854,0,0
2334,0.139909,0.410663,0,0
2335,0.140893,0.392517,0,0
2336,0.155856,0.378287,0,0
2337,0.092344,0.519394,0,1
2338,0.131591,0.441966,0,0
2339,0.112799,0.445586,0,0
2340,0.107444,0.474285,0,0
2341,0.123029,0.433599,0,0
2342,0.121467,0.454246,0,0
2343,0.135318,0.421969,0,0
2344,0.122905,0.447469,0,0
2345,0.118841,0.433713,0,0
2346,0.107747,0.466062,0,0
2347,0.116894,0.444716,0,0
2348,0.139464,0.403454,0,0
2349,0.107761,0.437025,0,0
2350,0.075011,0.525399,1,1
2351,0.138013,0.414446,0,0
2352,0.076995,0.492272,1,0
2353,0.067070,0.513107,1,1
2354,0.093471,0.471458,0,0
2355,0.121650,0.416130,0,0
2356,0.149309,0.390161,0,0
2357,0.060366,0.549608,1,1
2358,0.115200,0.421390,0,0
2359,0.096666,0.491652,0,0
2360,0.108203,0.463049,0,0
2361,0.107570,0.457331,0,0
2362,0.146440,0.396771,0,0
2363,0.120730,0.425454,0,0
2364,0.135831,0.432015,0,0
2365,0.107007,0.485714,0,0
2366,0.154435,0.383780,0,0
2367,0.090769,0.457330,0,0
2368,0.132486,0.434139,0,0
2369,0.121914,0.430534,0,0
2370,0.145999,0.403558,0,0
2371,0.125146,0.427254,0,0
2372,0.134042,0.419231,0,0
2373,0.080610,0.501312,1,1
2374,0.145055,0.386473,0,0
2375,0.125598,0.421276,0,0
2376,0.143171,0.413492,0,0
2377,0.106534,0.474606,0,0
2378,0.103898,0.466132,0,0
2379,0.119169,0.438282,0,0
2380,0.093466,0.449351,0,0
2381,0.075012,0.472345,1,0
2382,0.107175,0.465134,0,0
2383,0.118770,0.439404,0,0
2384,0.146740,0.396971,0,0
2385,0.126879,0.430061,0,0
2386,0.102305,0.430561,0,0
2387,0.125333,0.421838,0,0
2388,0.139312,0.417399,0,0
2389,0.093751,0.468465,0,0
2390,0.125899,0.448094,0,0
2391,0.129979,0.413665,0,0
2392,0.144465,0.389217,0,0
2393,0.140246,0.393639,0,0
2394,0.137757,0.420296,0,0
2395,0.122817,0.435915,0,0
2396,0.067115,0.540629,1,1
2397,0.116036,0.458860,0,0
2398,0.146490,0.398138,0,0
2399,0.067550,0.518447,1,1
2400,0.104118,0.462273,0,0
2401,0.113503,0.432394,0,0
2402,0.135367,0.418936,0,0
2403,0.090086,0.473153,0,0
2404,0.095143,0.475144,0,0
2405,0.120962,0.421012,0,0
2406,0.117010,0.449291,0,0
2407,0.106886,0.444892,0,0
2408,0.120801,0.442187,0,0
2409,0.090696,0.520819,0,1
2410,0.116370,0.479659,0,0
2411,0.097027,0.503590,0,1
2412,0.097502,0.490114,0,0
2413,0.102372,0.435305,0,0
2414,0.102909,0.479882,0,0
2415,0.136259,0.405944,0,0
2416,0.124735,0.434930,0,0
2417,0.084017,0.472674,1,0
2418,0.098136,0.487350,0,0
2419,0.122207,0.440623,0,0
2420,0.086944,0.498919,0,0
2421,0.115436,0.436298,0,0
2422,0.130722,0.446157,0,0
2423,0.115278,0.438236,0,0
2424,0.139901,0.417581,0,0
2425,0.114629,0.438631,0,0
2426,0.130099,0.410225,0,0
2427,0.117608,0.433224,0,0
2428,0.147897,0.400508,0,0
2429,0.143196,0.401030,0,0
2430,0.113816,0.461374,0,0
2431,0.140549,0.418962,0,0
2432,0.138107,0.410477,0,0
2433,0.130376,0.425594,0,0
2434,0.133863,0.409381,0,0
2435,0.110172,0.447724,0,0
2436,0.146086,0.411054,0,0
2437,0.143769,0.399477,0,0
2438,0.152782,0.392239,0,0
2439,0.135160,0.422517,0,0
2440,0.113300,0.449283,0,0
2441,0.128931,0.434771,0,0
2442,0.142087,0.406688,0,0
2443,0.128253,0.416255,0,0
2444,0.143906,0.396904,0,0
2445,0.132108,0.434642,0,0
2446,0.154912,0.391440,0,0
2447,0.126683,0.427762,0,0
2448,0.154288,0.377733,0,0
2449,0.132803,0.419374,0,0
2450,0.066214,0.513136,1,1
2451,0.122092,0.421158,0,0
2452,0.138510,0.423057,0,0
2453,0.123546,0.428676,0,0
2454,0.101739,0.474528,0,0
2455,0.098210,0.448367,0,0
2456,0.127767,0.418157,0,0
2457,0.106234,0.462410,0,0
2458,0.136006,0.410998,0,0
2459,0.129359,0.427101,0,0
2460,0.119547,0.447581,0,0
2461,0.123110,0.426701,0,0
2462,0.146805,0.397140,0,0
2463,0.114793,0.466752,0,0
2464,0.108154,0.464341,0,0
2465,0.126033,0.425146,0,0
2466,0.108566,0.470405,0,0
2467,0.123917,0.429512,0,0
2468,0.141568,0.416418,0,0
2469,0.122158,0.450047,0,0
2470,0.132847,0.431626,0,0
2471,0.129521,0.421509,0,0
2472,0.115813,0.453695,0,0
2473,0.064354,0.546140,1,1
2474,0.126402,0.429654,0,0
2475,0.100927,0.476824,0,0
2476,0.135826,0.420380,0,0
2477,0.123893,0.440497,0,0
2478,0.091999,0.484667,0,0
2479,0.095686,0.445625,0,0
2480,0.142087,0.403211,0,0
2481,0.107133,0.467509,0,0
2482,0.117124,0.449519,0,0
2483,0.084431,0.516522,1,1
2484,0.090121,0.483720,0,0
2485,0.131511,0.417168,0,0
2486,0.130270,0.446728,0,0
2487,0.104127,0.465526,0,0
2488,0.141556,0.402187,0,0
2489,0.106990,0.488504,0,0
2490,0.125039,0.446405,0,0
2491,0.128920,0.415996,0,0
2492,0.142921,0.402245,0,0
2493,0.098781,0.475734,0,0
2494,0.107766,0.454496,0,0
2495,0.145045,0.396395,0,0
2496,0.101613,0.469721,0,0
2497,0.140068,0.400975,0,0
2498,0.136451,0.432093,0,0
2499,0.109385,0.473731,0,0
2500,0.086086,0.479622,0,0
2501,0.137303,0.419414,0,0
2502,0.101346,0.463102,0,0
2503,0.105981,0.442912,0,0
2504,0.126023,0.430693,0,0
2505,0.140430,0.405160,0,0
2506,0.066161,0.531948,1,1
2507,0.136024,0.419809,0,0
2508,0.092079,0.479919,0,0
2509,0.135113,0.423682,0,0
2510,0.108055,0.442392,0,0
2511,0.100908,0.469611,0,0
2512,0.135229,0.406736,0,0
2513,0.110705,0.494035,0,0
2514,0.151281,0.392540,0,0
2515,0.122025,0.432837,0,0
2516,0.116950,0.428486,0,0
2517,0.096242,0.480038,0,0
2518,0.124358,0.444861,0,0
2519,0.126010,0.452841,0,0
2520,0.100302,0.456194,0,0
2521,0.122692,0.424991,0,0
2522,0.119427,0.433079,0,0
2523,0.108013,0.464302,0,0
2524,0.104843,0.463227,0,0
2525,0.078966,0.486816,1,0
2526,0.116443,0.452181,0,0
2527,0.123222,0.464781,0,0
2528,0.067674,0.523120,1,1
2529,0.121282,0.446035,0,0
2530,0.155048,0.379127,0,0
2531,0.102455,0.467839,0,0
2532,0.055736,0.538010,1,1
2533,0.079285,0.490283,1,0
2534,0.122884,0.453523,0,0
2535,0.132036,0.455760,0,0
2536,0.144806,0.405990,0,0
2537,0.115636,0.415713,0,0
